genes	cpgs	mean_max_frequency_weight
ENSG00000070081	cg00000948	17566466.705083646
ENSG00000234943	cg00003529	17530244.847020973
ENSG00000118972	cg00000321	17519770.1465395
ENSG00000167578	cg00000905	17497220.75808262
ENSG00000233540	cg00004067	17495554.418637972
ENSG00000206072	cg00002808	17472086.171013024
ENSG00000231105	cg00001261	17468729.804824583
ENSG00000271616	cg00001747	17461962.800269876
ENSG00000280159	cg00002236	17459508.088746496
ENSG00000166634	cg00002190	17456220.206924852
ENSG00000231105	cg00002490	17455022.096547287
ENSG00000070081	cg00003578	17445422.970573742
ENSG00000214198	cg00004072	17439635.289053015
ENSG00000057294	cg00000957	17436295.771950692
ENSG00000070087	cg00002660	17396591.44325247
ENSG00000153561	cg00003181	17393049.170912683
ENSG00000274458	cg00002145	17343931.006656785
ENSG00000215246	cg00002597	17333755.407791775
ENSG00000167768	cg00000948	17290840.00305578
ENSG00000234900	cg00000165	17278229.74450133
ENSG00000060642	cg00003287	17266408.404166527
ENSG00000273055	cg00003173	17250391.395441655
ENSG00000259883	cg00000321	17234053.1945304
ENSG00000275265	cg00001854	17226325.1362258
ENSG00000273055	cg00001364	17216310.385154877
ENSG00000179262	cg00001791	17179556.7344706
ENSG00000167768	cg00001791	17160008.32656784
ENSG00000102174	cg00000236	17141597.1134718
ENSG00000064225	cg00002190	17139245.37135161
ENSG00000198242	cg00001364	17124495.967460524
ENSG00000166391	cg00002809	17118369.14834657
ENSG00000095587	cg00002145	17104870.7716812
ENSG00000196167	cg00002116	17098180.219383016
ENSG00000206072	cg00002597	17070147.368188426
ENSG00000146083	cg00003578	17069741.58559511
ENSG00000273055	cg00001747	17066188.083071906
ENSG00000240423	cg00001747	17054387.60434932
ENSG00000185105	cg00001809	17033756.54319427
ENSG00000240423	cg00003513	17026560.663039364
ENSG00000070081	cg00000924	17024609.12857312
ENSG00000231105	cg00003305	17012008.62559734
ENSG00000070081	cg00000289	16981448.287396464
ENSG00000118972	cg00004055	16952062.89814774
ENSG00000273406	cg00001687	16930506.182504438
ENSG00000267108	cg00002224	16858181.19844198
ENSG00000070081	cg00002406	16848385.89260877
ENSG00000242268	cg00002646	16842368.7500506
ENSG00000179262	cg00002406	16818281.115236852
ENSG00000198242	cg00000165	16808013.63529078
ENSG00000134108	cg00003513	16798214.691821583
ENSG00000266644	cg00000769	16794409.5404161
ENSG00000196167	cg00003181	16780532.33340591
ENSG00000198242	cg00001854	16777479.373174176
ENSG00000258630	cg00003202	16759104.561128912
ENSG00000172137	cg00001874	16711889.444613416
ENSG00000146083	cg00002591	16711022.837924035
ENSG00000214198	cg00000714	16705856.093631597
ENSG00000008517	cg00004072	16703479.773928892
ENSG00000078237	cg00003578	16664920.84629364
ENSG00000070081	cg00003305	16662710.312428225
ENSG00000240423	cg00001791	16661220.666407075
ENSG00000166391	cg00002190	16634182.088880101
ENSG00000179833	cg00000905	16615755.940907009
ENSG00000230100	cg00000721	16578214.840788247
ENSG00000008517	cg00000714	16574123.44908478
ENSG00000158486	cg00001245	16549608.57999728
ENSG00000167578	cg00001349	16512080.220450172
ENSG00000225275	cg00000905	16508391.654983725
ENSG00000262950	cg00003202	16501715.545022042
ENSG00000227766	cg00003578	16488735.939267898
ENSG00000198242	cg00002426	16433861.330801878
ENSG00000161558	cg00002660	16395754.352610594
ENSG00000172137	cg00003625	16392684.067735221
ENSG00000070081	cg00001364	16382094.735679993
ENSG00000275479	cg00004055	16381640.77143461
ENSG00000064601	cg00000734	16379661.304939691
ENSG00000172137	cg00001582	16378770.257114867
ENSG00000102174	cg00002593	16375284.964303086
ENSG00000263089	cg00002449	16367359.11218859
ENSG00000198242	cg00000289	16345128.652050432
ENSG00000206072	cg00001874	16306864.767326662
ENSG00000008517	cg00000292	16300444.870459259
ENSG00000276644	cg00004089	16291798.80623984
ENSG00000070087	cg00001687	16281153.26750946
ENSG00000242041	cg00001446	16252934.97703188
ENSG00000127511	cg00003994	16245746.979477033
ENSG00000234943	cg00003181	16237961.155799637
ENSG00000179262	cg00002930	16221426.06777925
ENSG00000060642	cg00000948	16217055.172152936
ENSG00000258630	cg00002810	16215646.12360993
ENSG00000227766	cg00003784	16210760.529957522
ENSG00000064225	cg00000236	16203964.480386572
ENSG00000269148	cg00002145	16191384.84965235
ENSG00000275265	cg00002190	16190807.25626425
ENSG00000070081	cg00001583	16187687.575747238
ENSG00000167578	cg00000236	16186805.092220364
ENSG00000172137	cg00003784	16175670.021853708
ENSG00000179833	cg00002033	16172416.821631504
ENSG00000276644	cg00002426	16155673.232719734
ENSG00000271616	cg00002490	16111492.384534914
ENSG00000273406	cg00000734	16108499.674023261
ENSG00000254465	cg00003287	16098498.280366812
ENSG00000275479	cg00000905	16083881.758651031
ENSG00000274458	cg00003994	16074515.02106013
ENSG00000095587	cg00001687	16065422.232972626
ENSG00000275479	cg00002426	16064667.756254552
ENSG00000057294	cg00002719	16039485.847397331
ENSG00000215246	cg00002660	16026403.789781196
ENSG00000242268	cg00002145	16000859.11675989
ENSG00000185105	cg00002810	15997115.876872193
ENSG00000280038	cg00000905	15996082.003517952
ENSG00000167700	cg00003513	15963326.013055079
ENSG00000264104	cg00000658	15962857.275554655
ENSG00000167700	cg00000321	15951428.014274608
ENSG00000118972	cg00003513	15948123.134527214
ENSG00000233540	cg00002464	15944736.499623457
ENSG00000269148	cg00002490	15906847.778945968
ENSG00000214062	cg00001245	15904409.875136733
ENSG00000102174	cg00002769	15872605.569538185
ENSG00000185105	cg00001249	15852740.297768142
ENSG00000270469	cg00003305	15843379.257198796
ENSG00000182141	cg00003969	15837102.726766428
ENSG00000146083	cg00003994	15833801.897730608
ENSG00000227766	cg00002808	15830722.07461817
ENSG00000153561	cg00001583	15820683.911972903
ENSG00000220993	cg00001245	15818447.99574122
ENSG00000172137	cg00002236	15776001.610430311
ENSG00000273406	cg00003529	15772829.101752032
ENSG00000262950	cg00001349	15761400.655397242
ENSG00000182141	cg00000734	15755882.783506226
ENSG00000167700	cg00004055	15754583.613061685
ENSG00000185105	cg00001874	15753784.233809486
ENSG00000167578	cg00002719	15741041.999368897
ENSG00000153561	cg00001349	15739643.95217424
ENSG00000078237	cg00001510	15728615.98325475
ENSG00000269148	cg00002116	15710594.901691632
ENSG00000196167	cg00001747	15701353.584393336
ENSG00000078237	cg00002593	15688263.97702228
ENSG00000267108	cg00003173	15687929.500120038
ENSG00000127511	cg00004082	15674356.124176245
ENSG00000064601	cg00002490	15664913.728148485
ENSG00000273406	cg00001809	15663904.44669745
ENSG00000064601	cg00001249	15645297.062842252
ENSG00000166634	cg00000321	15639260.828840012
ENSG00000060642	cg00002808	15633150.511029653
ENSG00000280038	cg00002033	15628590.565842059
ENSG00000269416	cg00000622	15587536.77142778
ENSG00000271647	cg00000029	15586004.387714587
ENSG00000167700	cg00003181	15585250.013304904
ENSG00000266261	cg00001687	15582863.752999477
ENSG00000198242	cg00003994	15578163.794138476
ENSG00000266644	cg00002646	15564624.289014515
ENSG00000258630	cg00004089	15534985.182584288
ENSG00000118972	cg00001245	15526554.153954992
ENSG00000127511	cg00003529	15522334.802276375
ENSG00000242041	cg00000029	15514184.707286442
ENSG00000262950	cg00003994	15511481.495614748
ENSG00000258630	cg00003305	15501810.644316027
ENSG00000185105	cg00002660	15485289.056313114
ENSG00000236893	cg00000029	15474073.54291635
ENSG00000275479	cg00003345	15455387.313080834
ENSG00000172137	cg00000289	15445805.901822872
ENSG00000057294	cg00003578	15435249.651243873
ENSG00000263089	cg00002116	15418589.264126826
ENSG00000166391	cg00001245	15418183.936331293
ENSG00000078237	cg00002145	15388887.381181031
ENSG00000167700	cg00001510	15379612.653829483
ENSG00000276644	cg00001249	15357947.239765648
ENSG00000276644	cg00000948	15354417.752631146
ENSG00000198242	cg00000029	15352725.610417169
ENSG00000214062	cg00002449	15342320.844329605
ENSG00000167578	cg00002236	15332367.733731376
ENSG00000179833	cg00002190	15325157.630555121
ENSG00000234943	cg00002531	15300806.364481842
ENSG00000064225	cg00003202	15300520.458557112
ENSG00000070081	cg00002719	15295536.763074739
ENSG00000078237	cg00001261	15290934.989620263
ENSG00000118972	cg00004082	15286484.474765502
ENSG00000273055	cg00002660	15269413.768303785
ENSG00000070081	cg00002809	15263674.90949844
ENSG00000158486	cg00001747	15263451.78865741
ENSG00000153561	cg00002464	15260479.628965331
ENSG00000060642	cg00001249	15258945.497883748
ENSG00000215246	cg00002490	15236878.782284161
ENSG00000064601	cg00002769	15234525.931014327
ENSG00000057294	cg00002930	15226932.515979288
ENSG00000267108	cg00000622	15177675.071870182
ENSG00000102174	cg00002646	15176798.668220354
ENSG00000179833	cg00003513	15173347.155610323
ENSG00000102174	cg00001510	15145408.359390501
ENSG00000008517	cg00001245	15144702.246529771
ENSG00000008517	cg00002660	15135725.306657868
ENSG00000088179	cg00000769	15129559.335647926
ENSG00000070087	cg00001510	15099885.726878554
ENSG00000264104	cg00003529	15097239.215981653
ENSG00000166391	cg00001249	15096024.393886631
ENSG00000234900	cg00000905	15082335.529574998
ENSG00000227766	cg00002531	15079669.927440569
ENSG00000078237	cg00001583	15071023.97300782
ENSG00000227766	cg00000165	15054249.435397789
ENSG00000196167	cg00004072	15051305.639023833
ENSG00000167700	cg00000658	15045696.431747213
ENSG00000263089	cg00000029	15034485.065337108
ENSG00000167768	cg00002769	15014274.479412692
ENSG00000172137	cg00001854	15006808.323735328
ENSG00000088179	cg00003202	15006404.633123776
ENSG00000197421	cg00001249	14994143.92129611
ENSG00000269148	cg00001582	14986767.38619449
ENSG00000060642	cg00002406	14957387.215408487
ENSG00000273406	cg00000029	14956843.86239122
ENSG00000258630	cg00001249	14942434.388037603
ENSG00000271647	cg00003181	14912119.878726233
ENSG00000198242	cg00002660	14908428.487739129
ENSG00000064601	cg00002809	14864180.258095676
ENSG00000078237	cg00002719	14851713.497606333
ENSG00000215246	cg00002190	14851133.253664883
ENSG00000276644	cg00000714	14844908.151910126
ENSG00000196167	cg00004055	14832124.905695803
ENSG00000196167	cg00001249	14808260.885800418
ENSG00000166368	cg00003345	14799750.516574198
ENSG00000269416	cg00000658	14772906.95144523
ENSG00000179262	cg00001747	14749398.890078573
ENSG00000064225	cg00003784	14739265.754438994
ENSG00000260900	cg00002930	14706737.688148934
ENSG00000134108	cg00002660	14700856.259897985
ENSG00000088179	cg00002930	14693198.543893715
ENSG00000270469	cg00002808	14687120.52370723
ENSG00000198242	cg00001874	14682740.003198382
ENSG00000182141	cg00003202	14661824.784492342
ENSG00000266261	cg00002593	14660106.767719066
ENSG00000179262	cg00002426	14656820.93548535
ENSG00000227766	cg00003173	14653440.769127276
ENSG00000064225	cg00002145	14609331.141397411
ENSG00000102174	cg00000289	14608509.53183013
ENSG00000088179	cg00002426	14585259.569088701
ENSG00000172137	cg00001261	14582362.86573159
ENSG00000197421	cg00000924	14577909.771800896
ENSG00000172137	cg00002033	14573585.021127442
ENSG00000254465	cg00000363	14552562.07513494
ENSG00000227766	cg00002116	14527899.204405135
ENSG00000231105	cg00000769	14491019.398643116
ENSG00000196167	cg00002406	14490199.190394195
ENSG00000146083	cg00001349	14488582.326325217
ENSG00000275479	cg00000292	14477082.022000777
ENSG00000242268	cg00001261	14476548.748189753
ENSG00000102174	cg00000734	14456199.105704743
ENSG00000273055	cg00002190	14454316.871323539
ENSG00000182141	cg00004072	14451432.724994339
ENSG00000261789	cg00000029	14449338.158404352
ENSG00000254465	cg00001510	14436387.803516965
ENSG00000263089	cg00002190	14428179.5651616
ENSG00000167578	cg00003513	14396169.238717092
ENSG00000185105	cg00003578	14351861.352119569
ENSG00000271616	cg00003181	14320572.615390662
ENSG00000266644	cg00001249	14320283.08101573
ENSG00000214198	cg00001874	14310479.313301612
ENSG00000172137	cg00001747	14309989.476960052
ENSG00000179262	cg00004072	14309421.22212116
ENSG00000167700	cg00002810	14305717.756599879
ENSG00000158486	cg00003529	14289195.183640303
ENSG00000167700	cg00002224	14287282.987981053
ENSG00000060642	cg00003625	14260808.407675568
ENSG00000269148	cg00001349	14255820.771504305
ENSG00000167700	cg00001582	14249998.691297831
ENSG00000196167	cg00000769	14246016.374863805
ENSG00000214062	cg00002116	14231422.432778576
ENSG00000273055	cg00003202	14212464.163131833
ENSG00000182141	cg00002426	14210826.583598189
ENSG00000278099	cg00000905	14202560.139012048
ENSG00000182141	cg00004067	14198856.868600886
ENSG00000167700	cg00000165	14194288.585391538
ENSG00000078237	cg00000321	14168840.09407298
ENSG00000262950	cg00002426	14146243.248975158
ENSG00000263089	cg00001791	14139236.111649608
ENSG00000258630	cg00003784	14131483.04091406
ENSG00000258630	cg00002769	14118261.066101657
ENSG00000270112	cg00002116	14116057.48632147
ENSG00000269148	cg00003784	14100697.519666193
ENSG00000167578	cg00002593	14089060.86657804
ENSG00000057294	cg00001349	14081623.906459462
ENSG00000153561	cg00003202	14080984.170033546
ENSG00000231105	cg00001249	14070255.080997435
ENSG00000197421	cg00003969	14070052.683695221
ENSG00000064601	cg00000363	14066297.06768579
ENSG00000214062	cg00002490	14066017.178080132
ENSG00000258630	cg00000165	14060401.286738295
ENSG00000206072	cg00001261	14057198.808754912
ENSG00000102174	cg00000321	14035742.955785578
ENSG00000273055	cg00000769	14030251.833613316
ENSG00000242041	cg00003287	14028048.804021979
ENSG00000185105	cg00003287	14018045.64557346
ENSG00000167700	cg00000734	14012060.29220975
ENSG00000271647	cg00002597	14006757.984563358
ENSG00000060642	cg00003298	13989152.023201212
ENSG00000275479	cg00002145	13983613.644511787
ENSG00000276644	cg00002531	13962671.814611696
ENSG00000273055	cg00001245	13953486.198483706
ENSG00000166634	cg00003513	13948830.989429796
ENSG00000197421	cg00002145	13930398.968693791
ENSG00000088179	cg00004082	13890546.31509408
ENSG00000206072	cg00002837	13881601.000881685
ENSG00000270112	cg00002224	13881299.635292092
ENSG00000060642	cg00002449	13868075.684522863
ENSG00000167578	cg00000714	13859955.763717184
ENSG00000008517	cg00002236	13858313.073162487
ENSG00000234900	cg00002490	13855665.373161597
ENSG00000231105	cg00002837	13854866.052893382
ENSG00000267108	cg00001446	13839371.562449353
ENSG00000179833	cg00000236	13832830.201753981
ENSG00000269148	cg00002719	13818419.588014575
ENSG00000220993	cg00000734	13817897.094877927
ENSG00000206072	cg00003969	13815342.591067277
ENSG00000057294	cg00001510	13812777.02275224
ENSG00000276644	cg00002236	13787476.225152876
ENSG00000078237	cg00002531	13761571.884649536
ENSG00000102174	cg00004072	13754407.593505165
ENSG00000064601	cg00001874	13745919.742865758
ENSG00000064225	cg00000905	13743276.000101488
ENSG00000134108	cg00003202	13721359.918704666
ENSG00000179833	cg00002464	13715178.815959765
ENSG00000215246	cg00002116	13710779.039173264
ENSG00000234900	cg00002591	13706659.157695483
ENSG00000275479	cg00002660	13693395.483702917
ENSG00000118972	cg00003578	13689988.324457467
ENSG00000280159	cg00003625	13682741.581244221
ENSG00000264104	cg00004055	13679853.096568441
ENSG00000227535	cg00002646	13642923.765151002
ENSG00000242041	cg00003091	13628561.048284963
ENSG00000207000	cg00000289	13586255.188803257
ENSG00000057294	cg00001583	13577866.601084549
ENSG00000134108	cg00001687	13574972.037320009
ENSG00000215246	cg00003202	13557013.922399705
ENSG00000215246	cg00002930	13553787.187624834
ENSG00000008517	cg00002116	13547309.266998911
ENSG00000270469	cg00002190	13542084.942285249
ENSG00000179262	cg00003969	13525911.355807738
ENSG00000167768	cg00003091	13519229.906568753
ENSG00000234943	cg00004072	13513679.966851296
ENSG00000134108	cg00000957	13503890.067470683
ENSG00000198242	cg00003529	13495981.834703054
ENSG00000095587	cg00003181	13492462.095544828
ENSG00000278099	cg00002597	13479327.21273586
ENSG00000172137	cg00000734	13477855.230711881
ENSG00000167578	cg00001245	13465435.194880048
ENSG00000102174	cg00000948	13460228.265474707
ENSG00000261789	cg00003181	13452984.37460834
ENSG00000064601	cg00003091	13451743.887834925
ENSG00000088179	cg00002809	13448092.683192795
ENSG00000234881	cg00003513	13443844.998856993
ENSG00000254092	cg00003298	13428674.902559014
ENSG00000172137	cg00003181	13419755.662804883
ENSG00000233540	cg00002236	13406267.610045902
ENSG00000198242	cg00004067	13393506.093762374
ENSG00000206072	cg00002660	13384901.122629138
ENSG00000102174	cg00003969	13384029.10502868
ENSG00000234943	cg00003578	13371881.097521696
ENSG00000179262	cg00000622	13368842.672795802
ENSG00000269416	cg00001261	13368375.768367017
ENSG00000275479	cg00001245	13366304.43261166
ENSG00000270469	cg00001809	13361496.030826485
ENSG00000153561	cg00004089	13359131.651350148
ENSG00000166634	cg00003625	13343297.873268027
ENSG00000273055	cg00002593	13341514.436098484
ENSG00000280038	cg00000948	13339636.043308124
ENSG00000267108	cg00002145	13337263.674134089
ENSG00000064225	cg00001747	13332030.547317205
ENSG00000166391	cg00001446	13329865.891585538
ENSG00000254092	cg00000658	13313090.32200574
ENSG00000179262	cg00001809	13299931.937779749
ENSG00000078237	cg00002930	13298839.370642833
ENSG00000158486	cg00000321	13272032.066079646
ENSG00000254092	cg00002190	13257763.114630075
ENSG00000227766	cg00004089	13253438.09836757
ENSG00000259883	cg00001245	13253257.480568964
ENSG00000167578	cg00001446	13232890.034542652
ENSG00000230100	cg00001809	13229111.971114725
ENSG00000227766	cg00003202	13221977.095109476
ENSG00000230100	cg00002449	13173254.289759642
ENSG00000153561	cg00003298	13159707.726099921
ENSG00000215246	cg00000948	13131932.843075728
